Pod Name,Container Name,Timestamp,CPU Usage (millicores),Memory Usage (bytes)
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:17,48.510,111760Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:19,44.805,103520Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:19,33.682,169180Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:19,28.991,108952Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:19,46.007,197528Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:19,48.510,111760Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:22,44.805,103520Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:22,33.682,169180Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:22,28.991,108952Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:22,46.007,197528Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:22,48.510,111760Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:25,44.805,103520Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:25,33.682,169180Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:25,44.671,110036Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:25,24.263,198028Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:25,51.144,117996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:27,45.151,104160Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:28,32.182,166Mi
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:28,44.671,110036Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:28,24.263,198028Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:28,51.144,117996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:30,45.151,104160Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:30,32.182,166Mi
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:31,44.671,110036Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:31,24.263,198028Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:31,51.144,117996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:33,45.151,104160Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:33,32.182,166Mi
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:33,44.671,110036Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:34,24.263,198028Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:34,51.144,117996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:36,45.151,104160Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:36,32.182,166Mi
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:36,44.671,110036Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:37,24.263,198028Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:37,51.144,117996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:39,45.151,104160Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:39,32.182,166Mi
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:39,44.671,110036Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:39,24.263,198028Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:40,51.144,117996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:42,40.519,106036Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:42,33.324,173548Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:42,28.829,110168Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:42,24.552,198444Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:42,88.739,120996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:45,40.519,106036Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:45,33.324,173548Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:45,28.829,110168Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:45,24.552,198444Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:45,88.739,120996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:47,40.519,106036Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:48,33.324,173548Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:48,28.829,110168Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:48,24.552,198444Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:48,88.739,120996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:50,40.519,106036Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:50,33.324,173548Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:51,28.829,110168Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:51,24.552,198444Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:51,88.739,120996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:53,40.519,106036Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:53,33.324,173548Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:53,28.829,110168Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:54,24.552,198444Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:54,88.739,120996Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:56,42.548,111836Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:56,31.842,180292Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:56,32.213,110632Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:56,23.162,198756Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:11:57,48.343,121108Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:11:59,42.548,111836Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:11:59,31.842,180292Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:11:59,32.213,110632Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:11:59,23.162,198756Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:12:00,48.343,121108Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:12:02,42.548,111836Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:12:02,31.842,180292Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:12:02,32.213,110632Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:12:02,23.162,198756Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:12:02,48.343,121108Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:12:05,42.548,111836Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:12:05,31.842,180292Ki
